url_noticia,titular_noticia,is_clickbait,texto_titular,token_usado,status_procesamiento
https://t.co/akeHX8Radv,https://twitter.com/sport/status/1928372056569315744,1,"🤫 El secreto mejor guardado de Paula Badosa: ""Lo tengo escrito en la raqueta""

✍️ @albertbriva9 
https://t.co/ik70DfHNVe",1.0,success
https://t.co/pwUqPTlapw,https://twitter.com/La_SER/status/1928372056837742665,1,"🎮 Aimar Bretos descubre cuándo se jubilan los jugadores de eSports y se queda sin palabras: ""Me ha matado"" https://t.co/QSJEl9GSSD",2.0,success
https://t.co/Mw0hQLRW42,https://twitter.com/abc_es/status/1928372061358993679,1,"🔍 Esta es la causa de más del 80% de los cánceres de cavidad oral, laringe y faringe https://t.co/jggrhWLEP2",3.0,success
https://t.co/6YYAJyjzeJ,https://twitter.com/okdiario/status/1928339250149269529,1,Giro de 180º en los cajeros de toda la vida: el cambio que llega el 28 de junio https://t.co/4cOcWdGsSE,4.0,success
https://t.co/noMgLDNRaW,https://twitter.com/ahorrandoclick1/status/1928347829379961064/photo/1,1,Usar las entradas y salidas con menos coste. https://t.co/noMgLDNRaW,5.0,success
https://t.co/SEes3D4fmg,https://x.com/AESAN_gob_es/status/1928167779057709517?s=19,1,"⚠️ Exclusivamente para personas con alergia o intolerancia a los componentes de la leche: posible presencia de leche no declarada en el etiquetado de licores.
📌 https://t.co/cI17Hly9gz https://t.co/Ee2jrd1iC4",1.0,success
https://t.co/4qop4sq507,https://twitter.com/El_Plural/status/1928342773108773197,1,"Retiran estos populares licores vendidos en toda España: si tienes alergia, no los consumas https://t.co/KiaFQWg0V1",2.0,success
https://t.co/QrarEpxOI0,https://twitter.com/NoticiasCaracol/status/1928315434773926074,1,"Este es el país con la costa más larga del mundo: está rodeado por tres océanos y ninguno lo supera

https://t.co/o86UhKS0Nc",3.0,success
https://t.co/5HkcpHHewx,https://twitter.com/LaOtraCronica/status/1928317362333212706,1,"El bonito pueblo milenario en el que nació Aitana: rodeado de montañas, cerca de Barcelona y famoso por sus cerezas https://t.co/Gvx8QYzHW0 https://t.co/w6BirP5xga",4.0,success
https://t.co/ajgMZeKTMM,https://twitter.com/futbolred/status/1928298891838972100,1,#SelColombia | 🤔🧤 ¿Por qué Álvaro Montero no fue convocado a la Selección Colombia? Todos los detalles aquí 👇🔗 https://t.co/Wu43PJIL2v,5.0,success
https://t.co/MUMqiUVpZF,https://twitter.com/elgraficoweb/status/1928274161228521701,1,"💣Bombazo: principio de acuerdo entre Franco Mastantuono y un gigante de Europa

🔴⚪La joven estrella de River partiría al fútbol del Viejo Continente después de dos negociaciones que se dieron en Buenos Aires.
https://t.co/Hy91EK3YKT",1.0,success
https://t.co/N6CpvmPhv8,https://twitter.com/MundoEConflicto/status/1928243707414733036,1,🍟 McDonald’s anunció cierre masivo de locales para junio 2025: los motivos detrás de la decisión. https://t.co/XVGIsp4kn9,2.0,success
https://t.co/yRedrEgHY3,https://twitter.com/WinSportsTV/status/1928118823086969323,1,"🟢🤔 ¿Cuestión de horas? Deportivo Cali haría un importante anuncio sobre Alfredo Arias
https://t.co/zq9zECOMet",3.0,success
https://t.co/ywrUwTfMSw,https://twitter.com/los_replicantes/status/1928027601358012787,1,Adiós a esta multinacional en España: cierra su histórica tienda y abandona esta capital https://t.co/yOWcRXE3nw,4.0,success
https://t.co/dlh90R36DE,https://twitter.com/okdiario/status/1927957810316234852,1,Hacienda lo confirma: multas de miles de euros por sacar ésta cantidad del cajero https://t.co/JZFekZpPdg,5.0,success
https://t.co/vHeyWb0ngq,https://twitter.com/meganoticiascl/status/1927942979106328625,1,Duró menos de cuatro años: Popular cervecería cerrará para siempre el próximo 31 de mayo      https://t.co/0iEwV0EEjL,1.0,success
https://t.co/fIeHKKf1a4,https://twitter.com/CaracolDeportes/status/1927733193861456105,1,"🔵 Millonarios, el mejor equipo colombiano en este ranking histórico de la Copa Libertadores

🔝 El cuadro ‘embajador’ supera a equipos históricos como Cruzeiro, Racing, Deportivo Cali, entre otros

https://t.co/m6GPwMpStr",2.0,success
https://t.co/CD29cWj7iF,https://twitter.com/Antena2RCN/status/1927787591144821023,1,"😲 Junior anunció cambio de DT

https://t.co/stBHuAjnuk",3.0,success
https://t.co/wWmbBCI6Qm,https://twitter.com/mediotiempo/status/1927595391786123745,1,"¡Ah caray! 😳
Toluca deja Televisa y sus partidos serán transmitidos por esta televisora a partir del Apertura 2025

https://t.co/9MC4728LrY https://t.co/DaY9bC3I7Z",4.0,success
https://t.co/eh2T3Y4JlJ,https://twitter.com/elheraldoco/status/1927560467750265154,1,"Aerolínea anuncia nueva ruta directa entre Colombia y Estados Unidos.

📲Más detalles haciendo clic en la imagen. ⬇
https://t.co/uLiBnh3wnH",5.0,success
https://t.co/3OiKfGoT74,https://twitter.com/deportesDDS/status/1927626591435120795,1,Error: Límite de rate excedido,1.0,rate_limited
https://t.co/rULZ8LjF8B,https://twitter.com/ahorrandoclick1/status/1927615843535335850/photo/1,1,Error: Límite de rate excedido,2.0,rate_limited
https://t.co/3IxMdPDvxh,https://twitter.com/clarincom/status/1927515412129816847,1,Error: Límite de rate excedido,3.0,rate_limited
https://t.co/ClaRGb4O09,https://twitter.com/elpaisuy/status/1927430920719523844,1,Error: Límite de rate excedido,4.0,rate_limited
https://t.co/GsWPx8GYde,https://twitter.com/RevistaSemana/status/1927365442324082952,1,Error: Límite de rate excedido,5.0,rate_limited
https://t.co/zUHlqNnx0u,https://twitter.com/AlfaBetaJuega/status/1927261044910522776,1,"La serie de The Last of Us evita una de las muertes más dolorosas del juego
           https://t.co/QHrancOAIA",1.0,success
https://t.co/MsjmWnVlmK,https://twitter.com/antena3com/status/1927261362369012214,1,"💬 El deseo de Quique Sánchez Flores para su hija Patricia, que se casa dentro de un mes con Javier Millet.  https://t.co/aVPUIiQt8z",2.0,success
https://t.co/WzWFg1bEKq,https://twitter.com/okdiario/status/1927261468216451201,1,Richard Gere confirma los rumores que nadie se creía: «Cada mañana» https://t.co/wvj1hXuBYb,3.0,success
https://t.co/Jb8skHjHI5,https://twitter.com/okdiario/status/1927248303760065018,1,Adiós a los cajeros de siempre: el cambio inminente que llega en junio te pillará por sorpresa https://t.co/ufIfKnXkjz,4.0,success
https://t.co/op3MdxKxsI,https://twitter.com/okdiario/status/1927248298504572996,1,"Si Hacienda no te ha devuelto el dinero de la declaración de la Renta, cuidado: es por esta razón https://t.co/TGXexz1NzJ",5.0,success
https://t.co/VxEpQdq0la,https://twitter.com/FotografiAS_AS/status/1927031977502282136,1,"Este es el único club de Europa que tendrá una piscina en el estadio.

https://t.co/3TTSj8Ny4v",1.0,success
https://t.co/EoR0e0Rtx5,https://twitter.com/RevistaSemana/status/1927140707791216783,1,"#Deportes | Fijo de Selección Colombia tendría esta lesión a horas de la convocatoria: revolcón para Lorenzo
https://t.co/eKmIEM9SFA",2.0,success
https://t.co/FgKlUPEi2w,https://twitter.com/A24COM/status/1926967468263604484,1,"""Frío polar"" en Buenos Aires: qué día de esta semana bajará la temperatura a 5 grados

https://t.co/YkZE7nTmfD",3.0,success
https://t.co/KeA7GFM3I0,https://twitter.com/ahorrandoclick1/status/1926923858298188132/photo/1,1,"la playa de Castilnovo, entre los municipios gaditanos del Palmar y Conil de la Frontera https://t.co/KeA7GFM3I0",4.0,success
https://t.co/CxpwQKMKBE,https://twitter.com/ahorrandoclick1/status/1926923663883849880/photo/1,1,https://t.co/CxpwQKMKBE https://t.co/v5MHPe6ERc,5.0,success
https://t.co/v5MHPe6ERc,https://twitter.com/okdiario/status/1926923078094794890,1,El zasca de la mujer de Lucas Vázquez a sus haters y la reacción del futbolista https://t.co/PfSVgJO1Xm,1.0,success
https://t.co/mipzpQKjf2,https://twitter.com/As_TomasRoncero/status/1926571593565614373,1,No se vio en TV y va a romper el corazón de todos los madridistas: lo que hizo @MrAncelotti en su adiós  https://t.co/SuDXMiSrpH vía @diarioas,2.0,success
https://t.co/blHyhBzN2r,https://twitter.com/infobae/status/1926864468115357856,1,¿Darío Benedetto vuelve al fútbol argentino? En qué equipo de Primera División se entrenó https://t.co/1ff36umoZD,3.0,success
https://t.co/XAarKLzsJ8,https://twitter.com/infobae/status/1926865840789414217,1,El personaje soñado de David Tennant que Pedro Pascal obtuvo | Por Virginia García https://t.co/waFDMpzu93,4.0,success
https://t.co/MHb2Ir3ije,https://twitter.com/Jalopnik/status/1926350201893044661,1,"If you associate the brand with muscle cars like the GTO cruising California roadways, the state with the most Pontiacs per capita will surprise you.
https://t.co/xCTIppBKyz",5.0,success
https://t.co/9gJHnyYJjd,https://twitter.com/okdiario/status/1926187399358341455,1,Hay cientos de conductores afectados: la nueva señal de tráfico que va a arruinar el verano a media España https://t.co/cZBG48vi1O,1.0,success
https://t.co/YcQtP7taBl,https://twitter.com/mundodeportivo/status/1926168643408130273,1,"💰 Esta es la cifra real por la que Ronaldo ha vendido el Valladolid

✍️ @RamonFuentes74 

https://t.co/nEoSW9q1cm",2.0,success
https://t.co/4CS4zuL2nn,https://twitter.com/MundoEConflicto/status/1925895675159474478,1,🌎 Listo para una Guerra Mundial: el país de Sudamérica que preocupa a las potencias por su imponente submarino nuclear. https://t.co/E93YeU1MLY,3.0,success
https://t.co/oXhopLDd3t,https://twitter.com/tjcope/status/1925855598693802228,1,"✅ El futbolista que ficharía Maldini para suplir a Luka Modric en el Real Madrid

🫣 ""Sería el más parecido""

https://t.co/gXKJLsdSV7",4.0,success
https://t.co/eKRYOPkWup,https://twitter.com/relevo/status/1925832753070625182,1,"Terremoto de entrenadores en la cantera del Real Madrid: Raúl se va, Arbeloa asciende y suenan Toril y un ex del Barcelona  https://t.co/6I6BJPAYvt",5.0,success
https://t.co/vIJH6QLLNB,https://twitter.com/okdiario/status/1925832705389846939,1,No volverás a tomar café de la misma manera: el invento de Decathlon perfecto para los cafeteros más adictos https://t.co/Yure5on4ps,1.0,success
https://t.co/Znnsw6JfLX,https://twitter.com/ChilangoCom/status/1925801623642616211,1,¡Brad Pitt viene a la CDMX! 🤩 Prepárate para correr a toda velocidad y poder verlo de cerquita. 🏃‍♂️👀 Checa cuándo vendrá por el fan event de “F1 la película”. 🏎️🏁 Aquí te lo contamos: https://t.co/MyvZvbdjZO ✨ https://t.co/kj1EvHBAgG,2.0,success
https://t.co/wFXi9MAFPP,https://twitter.com/okdiario/status/1925791087869722711,1,Giro radical en los billetes de euro: el aviso de Banco de España que puede cambiarlo todo https://t.co/oLU3ptAtGh,3.0,success
https://t.co/sjl5jGrk8R,https://twitter.com/elEconomistaes/status/1925536117023015273,1,Cuidado: llegan las primeras multas por ver el futbol en pirata con una IPTV y pueden ser de hasta 5.000 euros https://t.co/Zq8vHY8nX1,4.0,success
https://t.co/oMYTktNYHt,https://twitter.com/Primicias/status/1925624024748507405,1,El rey Felipe de España no podrá venir a la posesión de Noboa y esta es la razón. https://t.co/bI58zNS9VA,5.0,success
https://t.co/FnjRWH4Wx6,https://twitter.com/quediario/status/1925422179111281112,1,Rafa Nadal habla sin tapujos del documental de Carlos Alcaraz: menuda rajada https://t.co/1rUMu4sAFW,1.0,success
https://t.co/VVvXwA04kk,https://twitter.com/Lecturas/status/1925422630112248199,1,Isabel Allende deja atónito a David Broncano con sus inesperadas respuestas a las preguntas clásicas de ‘La Revuelta’ #LaRevuelta https://t.co/w0n2QX160b,2.0,success
https://t.co/ZMHbNolgSv,https://twitter.com/WinSportsTV/status/1925335891846808011,1,"⚠️ ❌ 🟢 Conoce cuántas fechas de sanción recibió Edwin Cardona tras ser expulsado por Wilmar Roldán

https://t.co/izdNUOqh9r https://t.co/tgxEgO8Q94",3.0,success
https://t.co/iYPqKoQbrG,https://twitter.com/VandalOnline/status/1925063867123589600,1,HBO cancela la segunda temporada de 'El Pingüino' con Colin Farrell y nadie lo entiende: Warner tiene sus motivos https://t.co/0h9k5f4WeP,4.0,success
https://t.co/JSMcm1XRYY,https://twitter.com/La_SER/status/1925261561679249428,1,"⚽ El grave error que puede condenar al Real Madrid de cara a la próxima temporada: ""La clave está ahí"" https://t.co/jYnGUWEDuF",5.0,success
https://t.co/fvK5HOTz05,https://twitter.com/GolCaracol/status/1925269361994211663,1,🚨 LUTO EN EL FÚTBOL COLOMBIANO 🚨 https://t.co/zvefasrcw8 https://t.co/xG8GdBpXW1,1.0,success
https://t.co/TskVAqq12v,https://twitter.com/superdeporte_es/status/1925125773360292194,1,"#ValenciaCF 📍⚽¿Quién debe ganar el Balón de Oro para Diego López?

📝El asturiano fue preguntado en la inauguración del nuevo campo de Sedaví sobre quién es el mejor futbolista del momento

https://t.co/AhFVYFCwks",2.0,success
https://t.co/xR7b6rIde8,https://twitter.com/Farodevigo/status/1925125773402234996,1,"Confirmado por Hacienda: multa a los propietarios que tengan más de una vivienda y no hagan esto
https://t.co/b0Ej1twJKp",3.0,success
https://t.co/bsVaw32BMK,https://twitter.com/periodicoaragon/status/1925079108171792465,1,"✈️ Adiós a pagar por facturar tus maletas en el aeropuerto: sale a la luz el mejor truco de la historia para conseguirlo

✈️ Hemos rescatado uno de los mejores trucos para ahorrar en equipaje a la hora de hacer viajes largos
https://t.co/BGF9pAaAzO",4.0,success
https://t.co/PGmb1Wky54,https://twitter.com/ahorrandoclick1/status/1925092087751446904/photo/1,1,"Si crees que te llama un familiar pero puede ser un timador con su voz, ten una palabra secreta con tus familiares.

Por cierto, la ""experta"" es una enfermera... https://t.co/PGmb1Wky54",5.0,success
https://t.co/pLRRCseZPz,https://twitter.com/3djuegos/status/1925090376991264934,1,"Ya sabemos quién es el villano sorpresa de la nueva peli de Superman y como fan no puedo estar más decepcionado  https://t.co/lO8yModusv

#3DJuegos",1.0,success
https://t.co/AXKwUG4541,https://twitter.com/El_Plural/status/1925077519033651317,1,El pueblo de Albacete con piscinas naturales en su centro histórico y cascadas dónde refrescarse este verano https://t.co/NmFUcCko8L,2.0,success
https://t.co/w95z4v1jsx,https://twitter.com/larazon_es/status/1925077912467677440,1,"#LoMásLeído 📰 El país del mundo que ha estado cerca de ser invadido por media Europa, pero nunca ha logrado ser colonizado https://t.co/JFa9VIJXoQ",3.0,success
https://t.co/aSCEuQs4VQ,https://twitter.com/infobae/status/1924965862416494908,1,"Una popular cadena de comida que opera en casi todo el país anunció el cierre de hasta 21 locales | Por Luis A. Flores
https://t.co/MFCHkBT6YG",4.0,success
https://t.co/d51BJTHuvE,https://twitter.com/elcorreo_com/status/1924736575285457340,1,¿Por qué está cerrada la tienda del Athletic en San Mamés? https://t.co/nz29QzpQiM,5.0,success
https://t.co/mCtzfaZcTA,https://twitter.com/DSports/status/1924821934140997688,1,"TAJANTE ⚽

Ni Messi ni Cristiano Ronaldo: Rio Ferdinand eligió al mejor futbolista del mundo 😱
 https://t.co/pOHBvXOVPb",1.0,success
https://t.co/UPyz7mGDAU,https://twitter.com/elcorreo_com/status/1924839010632958293,1,👇El municipio vizcaíno que participará en la próxima edición del Grand Prix  https://t.co/DFqAJUabas,2.0,success
https://t.co/JdpHRvSrVf,https://twitter.com/abc_es/status/1924797565658140797,1,"👶 José Luis Martínez-Almeida revela el nombre de su primer hijo con Teresa Urquijo

✍️ @bejaranosangama 
https://t.co/M2P5TVQGDT",3.0,success
https://t.co/koez7ocKvW,https://twitter.com/20m/status/1924611025585701304,1,"En el blog de @elbecario | Un aeropuerto de récord: no ha perdido una sola maleta en los últimos 30 años

https://t.co/OAjkZcDN6q",4.0,success
https://t.co/l4lUcrsFhC,https://twitter.com/elcorreoweb/status/1924556053145854158,1,"⛱️Ana Rosa Quintana pone fecha a sus vacaciones y nombra a sus sustitutos en Mediaset

✍️Carlos Merenciano
https://t.co/1pMVcNk6bd",5.0,success
https://t.co/GF1dUYQKby,https://twitter.com/Farodevigo/status/1924556274559017383,1,"Ana Rosa Quintana pone fecha a sus vacaciones y nombra a sus sustitutos en Mediaset
https://t.co/J7zvqpJB9I",1.0,success
https://t.co/K842BcQfv5,https://twitter.com/ahorrandoclick1/status/1924558752256086184/photo/1,1,Lala Chus https://t.co/K842BcQfv5,2.0,success
https://t.co/65L5s8gTkn,https://twitter.com/MiSeleccion_/status/1924510362847621180,1,"😮⚽️ Luis Díaz y Dibu Martínez podrían jugar juntos: atención al gigante de Europa que los querría juntar

💪👊 Ambos jugadores podrían terminar siendo compañeros en la próxima temporada.

https://t.co/XcdOQ2mdKp",3.0,success
https://t.co/SaZIohyzgz,https://twitter.com/voz_populi/status/1924407625648665009,1,"🥦 Esta es la verdura que los japoneses comen y está cargada de proteína

https://t.co/wW0QJVxB2P",4.0,success
https://t.co/pJSX56uJSf,https://twitter.com/mundodeportivo/status/1924394387900858444,1,"🏆 Ya se conocen los rivales del Barça para la Supercopa de España 2026

✍️ @martibarenys 

https://t.co/owZOf3REAU",5.0,success
https://t.co/8XavcP3Hsa,https://twitter.com/mundodeportivo/status/1924386205732372909,1,"❗️ Fuerte sanción UEFA a Croacia

✍️ @RamonFuentes74 

https://t.co/LYO2mXLwPv",1.0,success
https://t.co/QSeyLF7vCh,https://twitter.com/mundodeportivo/status/1924395216464699462,1,"😂 Sinner revela la 'traición' de su hermano, ausente en la final de Roma ante Alcaraz

✍️ @ivanronda 

https://t.co/VmsBedzgq7",2.0,success
https://t.co/hGhUSQp0bD,https://twitter.com/AlfaBetaJuega/status/1924367024399983068,1,"Nintendo pide disculpas de manera oficial por esta función de Nintendo Switch 2 que no estará en la consola
           https://t.co/RIOTYckwEN",3.0,success
https://t.co/PUBNdZjUjA,https://twitter.com/proceso/status/1924339291687162333,1,"Así reaccionó Donald Trump al diagnóstico de cáncer de próstata de Joe Biden

El presidente publicó en su red Truth Social después de que se diera a conocer el estado de salud de su antecesor. https://t.co/fOWH8Nve8y",4.0,success
https://t.co/ZnNQEPChvo,https://twitter.com/deia_eus/status/1924210964699746648,1,"🚨 El Athletic ya conoce el horario en el que despedirá a De Marcos ante el Barcelona

https://t.co/iXpDW03Oza",5.0,success
https://t.co/Tg0Oe0fETZ,https://twitter.com/La_SER/status/1924155151561920688,1,"Sanidad ordena la retirada inmediata de un conocido medicamento en España para tratar la depresión
https://t.co/wtbyQ2OGxV",1.0,success
https://t.co/cYXdKNHUoS,https://twitter.com/GolCaracol/status/1924116518347899024,1,"▶ Se conocieron todos los detalles del traspaso del defensa central, Dean Huijsen, al conjunto 'merengue', proveniente del Bournemouth, de la Premier League,

https://t.co/tohoR0V0LT",2.0,success
https://t.co/sLbVkLcUy3,https://twitter.com/ahorrandoclick1/status/1924109308670734474/photo/1,1,Vosotros lo veis a 219 euros? Yo tampoco. https://t.co/sLbVkLcUy3 https://t.co/j7f8mXHTCQ,3.0,success
https://t.co/j7f8mXHTCQ,https://twitter.com/andro4all/status/1924105244587286536,1,"De 219 a 99 euros: es el ventilador más vendido en Amazon y tiene un descuento histórico
           https://t.co/d4yF8QBpJB",4.0,success
https://t.co/NQgu6NH9jG,https://twitter.com/lanuevaespana/status/1924106481655255535,1,Fichaje bomba en Socialité: Telecinco mueve ficha y recupera a esta polémica exreportera para el programa  https://t.co/N3JBWn7zqb,5.0,success
https://t.co/AqnC2rnhbt,https://twitter.com/Farodevigo/status/1924106537171034622,1,"📺 Esta es la conocida presentadora de 'Antena 3' que se niega a ir a 'Pasapalabra': el motivo es sorprendente
https://t.co/8H113JR1xh",1.0,success
https://t.co/ZnSR1iI4Jp,https://twitter.com/3djuegos/status/1924073716331221190,1,Error: No se encontró el tweet,2.0,no_data
https://t.co/6ExlgNWQRM,https://twitter.com/diariocadiz/status/1924057380871885270,1,"Este pueblo de Cádiz es el más bonito de Andalucía este 2025, según National Geographic: ""Es un lugar donde reina la luz"" https://t.co/IKUoTliCrM",3.0,success
https://t.co/aYrc4ZVoJg,https://twitter.com/quediario/status/1924001548079698153,1,Carlos Fernández zanja su futuro con la Real Sociedad https://t.co/oZpO6JRh2T,4.0,success
https://t.co/N5P0q969XN,https://twitter.com/telediariomty/status/1923783653823221919,1,"Qué pasa si hay empate entre Toluca y Tigres en semifinales
https://t.co/oYx595VmcN",5.0,success
https://t.co/A9ZkwuKx49,https://twitter.com/RedMasNoticias/status/1923951816338731360,1,"Si viaja a Estados Unidos o Europa, no podrá llevar este objeto electrónico en el avión: aerolíneas actualizan normativa https://t.co/B9dxRFnOzm",1.0,success
https://t.co/J82YocdWXC,https://twitter.com/tjcope/status/1923749659467456657,1,"📺 Paco González desvela la única serie que ha tenido que dejar a medias

😳 ""Por indignación""

https://t.co/9qgycxdRCl",2.0,success
https://t.co/OzxSxfp4LL,https://twitter.com/ahorrandoclick1/status/1923685080733466831/photo/1,1,"Mastantuono, Reijnders, Exequiel Palacios o Angelo Stiller.

Para que os hagáis una idea del nivel de la información:
No saben que el Liverpool no juega el torneo. https://t.co/OzxSxfp4LL https://t.co/yBcdUxIBqq",3.0,success
https://t.co/yBcdUxIBqq,https://twitter.com/ESdiario_com/status/1923683842944073765,1,Los centrocampistas que el Real Madrid sigue para darle a Xabi Alonso en el Mundial de Clubes https://t.co/lY35Cf5IO4,4.0,success
https://t.co/WhUskMx757,https://twitter.com/pulzo/status/1923657981196951577,1,"Preocupación por campeón del mundo con Brasil en 2002; fue hospitalizado de urgencia.
https://t.co/YIpddMhYy7",5.0,success
https://t.co/q3cSUoZMun,https://twitter.com/lanuevaespana/status/1923658286651367752,1,"Desvelan el secreto de Orestes y otros concursantes de Pasapalabra: ""No tenemos amigos...""  https://t.co/0pMAzTq7Q5",1.0,success
https://t.co/WGnfGe5xgU,https://twitter.com/mundodeportivo/status/1923659312909431043,1,"🔴 Lúcio, ingresado con graves quemaduras: el comunicado del hospital

https://t.co/pDH5V1SUZu",2.0,success
https://t.co/qufmpTCxwS,https://twitter.com/andro4all/status/1923652407105298742,1,"Elon Musk advierte: el Sol va a devorar a la Tierra
           https://t.co/UYp6Bg9NDq",3.0,success
https://t.co/p71L9WXrFT,https://twitter.com/RevistaSemana/status/1923506245559812125,1,Entérese: https://t.co/kj3jjL62bR https://t.co/Lll8V9BZ58,4.0,success
https://t.co/kmJIIlOZrC,https://twitter.com/elcomerciocom/status/1923525452708143413,1,"La ciencia resolvió el famoso misterio 👇😎
https://t.co/4nG1luDEKy https://t.co/Gg37z8gkl7",5.0,success
https://t.co/GuEWA9LcQU,https://twitter.com/okdiario/status/1923347846608065001,1,Adiós confirmado: tres fábricas de Bimbo echan el candado y suman más de 600 despidos en España https://t.co/hKHPxmdJqi,1.0,success
https://t.co/xhWiKWWvKE,https://twitter.com/AlfaBetaJuega/status/1923284998150296025,1,"Los seguidores de God of War quieren desesperadamente el regreso de Kratos, pero no del modo que imaginas
           https://t.co/c4gy3ZdcT8",2.0,success
https://t.co/WPu4VRRG8l,https://twitter.com/As_MasDeporte/status/1923284335991418900,1,"🎾¡Alcaraz busca la final en Roma!
📺Alcaraz - Musetti: TV, horario, dónde y cómo ver el Masters 1.000 de Roma
https://t.co/HqD6ftaozO",3.0,success
https://t.co/NZZSsmn9iy,https://twitter.com/heraldoes/status/1923285190736003150,1,¿En qué posición sale España con Melody en Eurovisión? Orden de las actuaciones de la final de 2025 https://t.co/r5y7L32FGh,4.0,success
https://t.co/cgcKBZ4n6R,https://twitter.com/lanuevaespana/status/1923281335377940742,1,"Adiós a las botellas de butano naranjas: desaparecen las de toda la vida, estas serán las nuevas  https://t.co/uypGgSEAXh",5.0,success
https://t.co/cJ8CEWU6Nz,https://twitter.com/lanuevaespana/status/1923281446099181613,1,“Precaución”: La Guardia Civil manda un aviso por lo último que está pasando en las playas de España  https://t.co/XDrXCwbShd,1.0,success
https://t.co/YQk0zGMoIn,https://x.com/justfallen4ngel/status/1922717416586416260?s=19,1,que original se pone la renfe a veces https://t.co/7HsZnhXsHX,2.0,success
